date,value,anomaly,year,month,state,type
200302,2.66,-1.19,2003,02,CA,precip
200402,5.88,2.03,2004,02,CA,precip
200502,4.03,0.18,2005,02,CA,precip
200602,2.69,-1.16,2006,02,CA,precip
200702,4.24,0.39,2007,02,CA,precip
200802,2.76,-1.09,2008,02,CA,precip
200902,4.64,0.79,2009,02,CA,precip
201002,3.65,-0.20,2010,02,CA,precip
201102,3.34,-0.51,2011,02,CA,precip
201202,1.22,-2.63,2012,02,CA,precip
201302,0.58,-3.27,2013,02,CA,precip
201402,4.02,0.17,2014,02,CA,precip
201502,2.85,-1.00,2015,02,CA,precip
201602,1.22,-2.63,2016,02,CA,precip
200003,1.92,-1.29,2000,03,CA,precip
200103,2.21,-1.00,2001,03,CA,precip
200203,1.91,-1.30,2002,03,CA,precip
200303,2.77,-0.44,2003,03,CA,precip
200403,1.08,-2.13,2004,03,CA,precip
200503,3.69,0.48,2005,03,CA,precip
200603,5.41,2.20,2006,03,CA,precip
200703,0.74,-2.47,2007,03,CA,precip
200803,0.61,-2.60,2008,03,CA,precip
200903,2.26,-0.95,2009,03,CA,precip
201003,2.19,-1.02,2010,03,CA,precip
201103,6.41,3.20,2011,03,CA,precip
201203,4.74,1.53,2012,03,CA,precip
201303,1.33,-1.88,2013,03,CA,precip
201403,3.28,0.07,2014,03,CA,precip
201503,0.78,-2.43,2015,03,CA,precip
201603,4.92,1.71,2016,03,CA,precip
200004,1.80,0.17,2000,04,CA,precip
200104,1.75,0.12,2001,04,CA,precip
200204,0.88,-0.75,2002,04,CA,precip
200304,3.98,2.35,2003,04,CA,precip
200404,0.70,-0.93,2004,04,CA,precip
200504,1.79,0.16,2005,04,CA,precip
200604,4.16,2.53,2006,04,CA,precip
200704,1.27,-0.36,2007,04,CA,precip
200804,0.34,-1.29,2008,04,CA,precip
200904,0.57,-1.06,2009,04,CA,precip
201004,3.47,1.84,2010,04,CA,precip
201104,1.10,-0.53,2011,04,CA,precip
201204,2.48,0.85,2012,04,CA,precip
201304,0.71,-0.92,2013,04,CA,precip
201404,1.06,-0.57,2014,04,CA,precip
201504,1.06,-0.57,2015,04,CA,precip
201604,1.53,-0.10,2016,04,CA,precip
200005,0.94,0.06,2000,05,CA,precip
200105,0.15,-0.73,2001,05,CA,precip
200205,0.59,-0.29,2002,05,CA,precip
200305,1.09,0.21,2003,05,CA,precip
200405,0.45,-0.43,2004,05,CA,precip
200505,2.54,1.66,2005,05,CA,precip
200605,0.73,-0.15,2006,05,CA,precip
200705,0.32,-0.56,2007,05,CA,precip
200805,0.54,-0.34,2008,05,CA,precip
200905,1.24,0.36,2009,05,CA,precip
201005,1.07,0.19,2010,05,CA,precip
201105,1.44,0.56,2011,05,CA,precip
201205,0.20,-0.68,2012,05,CA,precip
201305,0.62,-0.26,2013,05,CA,precip
201405,0.35,-0.53,2014,05,CA,precip
201505,0.93,0.05,2015,05,CA,precip
201605,0.75,-0.13,2016,05,CA,precip
200006,0.31,-0.04,2000,06,CA,precip
200106,0.23,-0.12,2001,06,CA,precip
200206,0.07,-0.28,2002,06,CA,precip
200306,0.04,-0.31,2003,06,CA,precip
200406,0.08,-0.27,2004,06,CA,precip
200506,0.67,0.32,2005,06,CA,precip
200606,0.15,-0.20,2006,06,CA,precip
200706,0.12,-0.23,2007,06,CA,precip
200806,0.03,-0.32,2008,06,CA,precip
200906,0.60,0.25,2009,06,CA,precip
201006,0.26,-0.09,2010,06,CA,precip
201106,0.92,0.57,2011,06,CA,precip
201206,0.32,-0.03,2012,06,CA,precip
201306,0.38,0.03,2013,06,CA,precip
201406,0.06,-0.29,2014,06,CA,precip
201506,0.23,-0.12,2015,06,CA,precip
201606,0.28,-0.07,2016,06,CA,precip
200001,1.25,0.19,2000,01,CO,precip
200101,1.02,-0.04,2001,01,CO,precip
200201,0.64,-0.42,2002,01,CO,precip
200301,0.44,-0.62,2003,01,CO,precip
200401,0.90,-0.16,2004,01,CO,precip
200501,1.97,0.91,2005,01,CO,precip
200601,0.97,-0.09,2006,01,CO,precip
200701,1.00,-0.06,2007,01,CO,precip
200801,1.60,0.54,2008,01,CO,precip
200901,0.98,-0.08,2009,01,CO,precip
201001,0.88,-0.18,2010,01,CO,precip
201101,0.71,-0.35,2011,01,CO,precip
201201,0.69,-0.37,2012,01,CO,precip
201301,0.91,-0.15,2013,01,CO,precip
201401,1.18,0.12,2014,01,CO,precip
201501,0.65,-0.41,2015,01,CO,precip
201601,1.02,-0.04,2016,01,CO,precip
200002,1.19,0.10,2000,02,CO,precip
200102,1.14,0.05,2001,02,CO,precip
200202,0.48,-0.61,2002,02,CO,precip
200302,1.49,0.40,2003,02,CO,precip
200402,1.27,0.18,2004,02,CO,precip
200502,1.06,-0.03,2005,02,CO,precip
200602,0.46,-0.63,2006,02,CO,precip
200702,0.96,-0.13,2007,02,CO,precip
200802,1.44,0.35,2008,02,CO,precip
200902,0.78,-0.31,2009,02,CO,precip
201002,1.21,0.12,2010,02,CO,precip
201102,1.17,0.08,2011,02,CO,precip
201202,1.36,0.27,2012,02,CO,precip
201302,0.89,-0.20,2013,02,CO,precip
201402,1.18,0.09,2014,02,CO,precip
201502,1.35,0.26,2015,02,CO,precip
201602,0.87,-0.22,2016,02,CO,precip
200003,2.55,1.03,2000,03,CO,precip
200103,1.42,-0.10,2001,03,CO,precip
200203,0.87,-0.65,2002,03,CO,precip
200303,2.19,0.67,2003,03,CO,precip
200403,0.61,-0.91,2004,03,CO,precip
200503,1.40,-0.12,2005,03,CO,precip
200603,1.62,0.10,2006,03,CO,precip
200703,1.09,-0.43,2007,03,CO,precip
200803,1.01,-0.51,2008,03,CO,precip
200903,1.13,-0.39,2009,03,CO,precip
201003,1.74,0.22,2010,03,CO,precip
201103,1.16,-0.36,2011,03,CO,precip
201203,0.45,-1.07,2012,03,CO,precip
201303,1.07,-0.45,2013,03,CO,precip
201403,1.15,-0.37,2014,03,CO,precip
201503,0.86,-0.66,2015,03,CO,precip
201603,1.27,-0.25,2016,03,CO,precip
200004,1.32,-0.52,2000,04,CO,precip
200104,1.65,-0.19,2001,04,CO,precip
200204,0.57,-1.27,2002,04,CO,precip
200304,1.57,-0.27,2003,04,CO,precip
200404,3.15,1.31,2004,04,CO,precip
200504,1.97,0.13,2005,04,CO,precip
200604,0.91,-0.93,2006,04,CO,precip
200704,2.08,0.24,2007,04,CO,precip
200804,1.14,-0.70,2008,04,CO,precip
200904,2.36,0.52,2009,04,CO,precip
201004,2.13,0.29,2010,04,CO,precip
201104,2.10,0.26,2011,04,CO,precip
201204,1.38,-0.46,2012,04,CO,precip
201304,1.67,-0.17,2013,04,CO,precip
201404,1.35,-0.49,2014,04,CO,precip
201504,1.88,0.04,2015,04,CO,precip
201604,2.79,0.95,2016,04,CO,precip
200005,1.20,-0.82,2000,05,CO,precip
200105,2.69,0.67,2001,05,CO,precip
200205,0.57,-1.45,2002,05,CO,precip
200305,1.75,-0.27,2003,05,CO,precip
200405,0.70,-1.32,2004,05,CO,precip
200505,1.49,-0.53,2005,05,CO,precip
200605,0.91,-1.11,2006,05,CO,precip
200705,2.09,0.07,2007,05,CO,precip
200805,1.55,-0.47,2008,05,CO,precip
200905,1.94,-0.08,2009,05,CO,precip
201005,1.34,-0.68,2010,05,CO,precip
201105,2.57,0.55,2011,05,CO,precip
201205,0.91,-1.11,2012,05,CO,precip
201305,1.55,-0.47,2013,05,CO,precip
201405,2.15,0.13,2014,05,CO,precip
201505,5.30,3.28,2015,05,CO,precip
201605,2.10,0.08,2016,05,CO,precip
200006,1.00,-0.54,2000,06,CO,precip
200106,0.94,-0.60,2001,06,CO,precip
200206,0.87,-0.67,2002,06,CO,precip
200306,2.07,0.53,2003,06,CO,precip
200406,1.99,0.45,2004,06,CO,precip
200506,2.20,0.66,2005,06,CO,precip
200606,0.81,-0.73,2006,06,CO,precip
200706,1.17,-0.37,2007,06,CO,precip
200806,0.98,-0.56,2008,06,CO,precip
200906,2.64,1.10,2009,06,CO,precip
201006,1.35,-0.19,2010,06,CO,precip
201106,0.94,-0.60,2011,06,CO,precip
201206,0.42,-1.12,2012,06,CO,precip
201306,0.66,-0.88,2013,06,CO,precip
201406,1.19,-0.35,2014,06,CO,precip
201506,1.91,0.37,2015,06,CO,precip
201606,1.38,-0.16,2016,06,CO,precip
200001,3.41,0.39,2000,01,ID,precip
200101,1.37,-1.65,2001,01,ID,precip
200201,2.97,-0.05,2002,01,ID,precip
200301,3.19,0.17,2003,01,ID,precip
200401,2.90,-0.12,2004,01,ID,precip
200501,1.81,-1.21,2005,01,ID,precip
200601,4.71,1.69,2006,01,ID,precip
200701,1.36,-1.66,2007,01,ID,precip
200801,3.53,0.51,2008,01,ID,precip
200901,2.72,-0.30,2009,01,ID,precip
201001,2.54,-0.48,2010,01,ID,precip
201101,2.79,-0.23,2011,01,ID,precip
201201,3.33,0.31,2012,01,ID,precip
201301,1.90,-1.12,2013,01,ID,precip
201401,2.02,-1.00,2014,01,ID,precip
201501,2.06,-0.96,2015,01,ID,precip
201601,2.67,-0.35,2016,01,ID,precip
200002,3.05,0.59,2000,02,ID,precip
200102,1.18,-1.28,2001,02,ID,precip
200202,1.33,-1.13,2002,02,ID,precip
200302,2.01,-0.45,2003,02,ID,precip
200402,2.19,-0.27,2004,02,ID,precip
200502,0.71,-1.75,2005,02,ID,precip
200602,1.79,-0.67,2006,02,ID,precip
200702,2.45,-0.01,2007,02,ID,precip
200802,2.23,-0.23,2008,02,ID,precip
200902,1.46,-1.00,2009,02,ID,precip
201002,1.06,-1.40,2010,02,ID,precip
201102,1.93,-0.53,2011,02,ID,precip
201202,1.78,-0.68,2012,02,ID,precip
201302,1.07,-1.39,2013,02,ID,precip
201402,3.68,1.22,2014,02,ID,precip
201502,1.86,-0.60,2015,02,ID,precip
201602,1.65,-0.81,2016,02,ID,precip
200003,1.92,-0.40,2000,03,ID,precip
200103,1.58,-0.74,2001,03,ID,precip
200203,2.39,0.07,2002,03,ID,precip
200303,3.31,0.99,2003,03,ID,precip
200403,1.10,-1.22,2004,03,ID,precip
200503,2.44,0.12,2005,03,ID,precip
200603,2.69,0.37,2006,03,ID,precip
200703,1.45,-0.87,2007,03,ID,precip
200803,2.28,-0.04,2008,03,ID,precip
200903,3.17,0.85,2009,03,ID,precip
201003,1.86,-0.46,2010,03,ID,precip
201103,3.88,1.56,2011,03,ID,precip
201203,4.26,1.94,2012,03,ID,precip
201303,1.47,-0.85,2013,03,ID,precip
201403,3.92,1.60,2014,03,ID,precip
201503,1.51,-0.81,2015,03,ID,precip
201603,3.62,1.30,2016,03,ID,precip
200004,1.50,-0.44,2000,04,ID,precip
200104,2.33,0.39,2001,04,ID,precip
200204,1.98,0.04,2002,04,ID,precip
200304,2.54,0.60,2003,04,ID,precip
200404,1.37,-0.57,2004,04,ID,precip
200504,2.23,0.29,2005,04,ID,precip
200604,3.07,1.13,2006,04,ID,precip
200704,1.59,-0.35,2007,04,ID,precip
200804,1.20,-0.74,2008,04,ID,precip
200904,1.84,-0.10,2009,04,ID,precip
201004,2.64,0.70,2010,04,ID,precip
201104,3.18,1.24,2011,04,ID,precip
201204,2.12,0.18,2012,04,ID,precip
201304,1.81,-0.13,2013,04,ID,precip
201404,2.15,0.21,2014,04,ID,precip
201504,1.23,-0.71,2015,04,ID,precip
201604,1.65,-0.29,2016,04,ID,precip
200005,2.05,-0.07,2000,05,ID,precip
200105,1.02,-1.10,2001,05,ID,precip
200205,1.53,-0.59,2002,05,ID,precip
200305,2.02,-0.10,2003,05,ID,precip
200405,3.50,1.38,2004,05,ID,precip
200505,4.11,1.99,2005,05,ID,precip
200605,1.63,-0.49,2006,05,ID,precip
200705,1.09,-1.03,2007,05,ID,precip
200805,1.82,-0.30,2008,05,ID,precip
200905,2.03,-0.09,2009,05,ID,precip
201005,2.77,0.65,2010,05,ID,precip
201105,3.15,1.03,2011,05,ID,precip
201205,1.91,-0.21,2012,05,ID,precip
201305,1.51,-0.61,2013,05,ID,precip
201405,1.26,-0.86,2014,05,ID,precip
201505,2.89,0.77,2015,05,ID,precip
201605,2.23,0.11,2016,05,ID,precip
200006,0.86,-0.94,2000,06,ID,precip
200106,1.40,-0.40,2001,06,ID,precip
200206,1.42,-0.38,2002,06,ID,precip
200306,0.64,-1.16,2003,06,ID,precip
200406,1.43,-0.37,2004,06,ID,precip
200506,2.44,0.64,2005,06,ID,precip
200606,1.74,-0.06,2006,06,ID,precip
200706,1.23,-0.57,2007,06,ID,precip
200806,1.43,-0.37,2008,06,ID,precip
200906,3.51,1.71,2009,06,ID,precip
201006,3.24,1.44,2010,06,ID,precip
201106,1.96,0.16,2011,06,ID,precip
201206,1.60,-0.20,2012,06,ID,precip
201306,1.35,-0.45,2013,06,ID,precip
201406,1.32,-0.48,2014,06,ID,precip
201506,0.77,-1.03,2015,06,ID,precip
201606,0.78,-1.02,2016,06,ID,precip
200001,1.19,-0.16,2000,01,MT,precip
200101,0.51,-0.84,2001,01,MT,precip
200201,1.26,-0.09,2002,01,MT,precip
200301,1.37,0.02,2003,01,MT,precip
200401,1.30,-0.05,2004,01,MT,precip
200501,0.79,-0.56,2005,01,MT,precip
200601,1.40,0.05,2006,01,MT,precip
200701,0.72,-0.63,2007,01,MT,precip
200801,1.26,-0.09,2008,01,MT,precip
200901,1.34,-0.01,2009,01,MT,precip
201001,1.08,-0.27,2010,01,MT,precip
201101,1.77,0.42,2011,01,MT,precip
201201,1.23,-0.12,2012,01,MT,precip
201301,1.05,-0.30,2013,01,MT,precip
201401,1.21,-0.14,2014,01,MT,precip
201501,1.18,-0.17,2015,01,MT,precip
201601,0.92,-0.43,2016,01,MT,precip
200002,1.26,0.20,2000,02,MT,precip
200102,0.82,-0.24,2001,02,MT,precip
200202,0.97,-0.09,2002,02,MT,precip
200302,1.21,0.15,2003,02,MT,precip
200402,0.72,-0.34,2004,02,MT,precip
200502,0.27,-0.79,2005,02,MT,precip
200602,0.91,-0.15,2006,02,MT,precip
200702,1.42,0.36,2007,02,MT,precip
200802,1.08,0.02,2008,02,MT,precip
200902,0.74,-0.32,2009,02,MT,precip
201002,0.50,-0.56,2010,02,MT,precip
201102,1.37,0.31,2011,02,MT,precip
201202,0.95,-0.11,2012,02,MT,precip
201302,0.55,-0.51,2013,02,MT,precip
201402,1.71,0.65,2014,02,MT,precip
201502,0.90,-0.16,2015,02,MT,precip
201602,0.85,-0.21,2016,02,MT,precip
200003,1.00,-0.28,2000,03,MT,precip
200103,0.83,-0.45,2001,03,MT,precip
200203,1.48,0.20,2002,03,MT,precip
200303,2.10,0.82,2003,03,MT,precip
200403,0.64,-0.64,2004,03,MT,precip
200503,1.46,0.18,2005,03,MT,precip
200603,1.25,-0.03,2006,03,MT,precip
200703,1.16,-0.12,2007,03,MT,precip
200803,0.93,-0.35,2008,03,MT,precip
200903,1.72,0.44,2009,03,MT,precip
201003,0.74,-0.54,2010,03,MT,precip
201103,1.62,0.34,2011,03,MT,precip
201203,1.60,0.32,2012,03,MT,precip
201303,0.91,-0.37,2013,03,MT,precip
201403,2.26,0.98,2014,03,MT,precip
201503,0.99,-0.29,2015,03,MT,precip
201603,1.37,0.09,2016,03,MT,precip
200004,1.28,-0.23,2000,04,MT,precip
200104,1.72,0.21,2001,04,MT,precip
200204,1.25,-0.26,2002,04,MT,precip
200304,2.03,0.52,2003,04,MT,precip
200404,1.15,-0.36,2004,04,MT,precip
200504,1.94,0.43,2005,04,MT,precip
200604,2.68,1.17,2006,04,MT,precip
200704,1.78,0.27,2007,04,MT,precip
200804,0.98,-0.53,2008,04,MT,precip
200904,1.94,0.43,2009,04,MT,precip
201004,2.08,0.57,2010,04,MT,precip
201104,2.52,1.01,2011,04,MT,precip
201204,1.98,0.47,2012,04,MT,precip
201304,1.50,-0.01,2013,04,MT,precip
201404,1.47,-0.04,2014,04,MT,precip
201504,1.08,-0.43,2015,04,MT,precip
201604,2.35,0.84,2016,04,MT,precip
200005,2.09,-0.33,2000,05,MT,precip
200105,0.83,-1.59,2001,05,MT,precip
200205,2.04,-0.38,2002,05,MT,precip
200305,2.33,-0.09,2003,05,MT,precip
200405,3.00,0.58,2004,05,MT,precip
200505,2.72,0.30,2005,05,MT,precip
200605,1.80,-0.62,2006,05,MT,precip
200705,4.05,1.63,2007,05,MT,precip
200805,4.05,1.63,2008,05,MT,precip
200905,1.34,-1.08,2009,05,MT,precip
201005,3.93,1.51,2010,05,MT,precip
201105,5.70,3.28,2011,05,MT,precip
201205,2.42,0.00,2012,05,MT,precip
201305,4.15,1.73,2013,05,MT,precip
201405,1.92,-0.50,2014,05,MT,precip
201505,2.43,0.01,2015,05,MT,precip
201605,3.08,0.66,2016,05,MT,precip
200006,2.09,-0.77,2000,06,MT,precip
200106,3.83,0.97,2001,06,MT,precip
200206,3.37,0.51,2002,06,MT,precip
200306,2.18,-0.68,2003,06,MT,precip
200406,2.03,-0.83,2004,06,MT,precip
200506,4.80,1.94,2005,06,MT,precip
200606,2.35,-0.51,2006,06,MT,precip
200706,2.09,-0.77,2007,06,MT,precip
200806,2.85,-0.01,2008,06,MT,precip
200906,2.15,-0.71,2009,06,MT,precip
201006,3.66,0.80,2010,06,MT,precip
201106,3.36,0.50,2011,06,MT,precip
201206,2.01,-0.85,2012,06,MT,precip
201306,3.12,0.26,2013,06,MT,precip
201406,3.20,0.34,2014,06,MT,precip
201506,1.77,-1.09,2015,06,MT,precip
201606,1.53,-1.33,2016,06,MT,precip
200001,0.23,-0.38,2000,01,NM,precip
200101,1.16,0.55,2001,01,NM,precip
200201,0.52,-0.09,2002,01,NM,precip
200301,0.07,-0.54,2003,01,NM,precip
200401,0.49,-0.12,2004,01,NM,precip
200501,1.63,1.02,2005,01,NM,precip
200601,0.16,-0.45,2006,01,NM,precip
200701,1.04,0.43,2007,01,NM,precip
200801,0.61,0.00,2008,01,NM,precip
200901,0.20,-0.41,2009,01,NM,precip
201001,1.44,0.83,2010,01,NM,precip
201101,0.08,-0.53,2011,01,NM,precip
201201,0.28,-0.33,2012,01,NM,precip
201301,0.50,-0.11,2013,01,NM,precip
201401,0.03,-0.58,2014,01,NM,precip
201501,1.41,0.80,2015,01,NM,precip
201601,0.52,-0.09,2016,01,NM,precip
200002,0.16,-0.48,2000,02,NM,precip
200102,0.70,0.06,2001,02,NM,precip
200202,0.33,-0.31,2002,02,NM,precip
200302,1.07,0.43,2003,02,NM,precip
200402,1.07,0.43,2004,02,NM,precip
200502,1.85,1.21,2005,02,NM,precip
200602,0.11,-0.53,2006,02,NM,precip
200702,0.53,-0.11,2007,02,NM,precip
200802,0.56,-0.08,2008,02,NM,precip
200902,0.19,-0.45,2009,02,NM,precip
201002,1.18,0.54,2010,02,NM,precip
201102,0.34,-0.30,2011,02,NM,precip
201202,0.36,-0.28,2012,02,NM,precip
201302,0.39,-0.25,2013,02,NM,precip
201402,0.17,-0.47,2014,02,NM,precip
201502,0.72,0.08,2015,02,NM,precip
201602,0.28,-0.36,2016,02,NM,precip
200003,1.62,0.89,2000,03,NM,precip
200103,1.06,0.33,2001,03,NM,precip
200203,0.43,-0.30,2002,03,NM,precip
200303,0.67,-0.06,2003,03,NM,precip
200403,0.87,0.14,2004,03,NM,precip
200503,1.13,0.40,2005,03,NM,precip
200603,0.55,-0.18,2006,03,NM,precip
200703,1.03,0.30,2007,03,NM,precip
200803,0.19,-0.54,2008,03,NM,precip
200903,0.49,-0.24,2009,03,NM,precip
201003,1.00,0.27,2010,03,NM,precip
201103,0.15,-0.58,2011,03,NM,precip
201203,0.27,-0.46,2012,03,NM,precip
201303,0.22,-0.51,2013,03,NM,precip
201403,0.47,-0.26,2014,03,NM,precip
201503,0.71,-0.02,2015,03,NM,precip
201603,0.08,-0.65,2016,03,NM,precip
200004,0.34,-0.41,2000,04,NM,precip
200104,0.41,-0.34,2001,04,NM,precip
200204,0.26,-0.49,2002,04,NM,precip
200304,0.16,-0.59,2003,04,NM,precip
200404,2.61,1.86,2004,04,NM,precip
200504,0.84,0.09,2005,04,NM,precip
200604,0.29,-0.46,2006,04,NM,precip
200704,0.77,0.02,2007,04,NM,precip
200804,0.16,-0.59,2008,04,NM,precip
200904,0.46,-0.29,2009,04,NM,precip
201004,0.87,0.12,2010,04,NM,precip
201104,0.25,-0.50,2011,04,NM,precip
201204,0.39,-0.36,2012,04,NM,precip
201304,0.18,-0.57,2013,04,NM,precip
201404,0.37,-0.38,2014,04,NM,precip
201504,0.74,-0.01,2015,04,NM,precip
201604,1.00,0.25,2016,04,NM,precip
200005,0.12,-0.93,2000,05,NM,precip
200105,1.02,-0.03,2001,05,NM,precip
200205,0.14,-0.91,2002,05,NM,precip
200305,0.38,-0.67,2003,05,NM,precip
200405,0.17,-0.88,2004,05,NM,precip
200505,1.21,0.16,2005,05,NM,precip
200605,0.39,-0.66,2006,05,NM,precip
200705,1.98,0.93,2007,05,NM,precip
200805,0.98,-0.07,2008,05,NM,precip
200905,0.91,-0.14,2009,05,NM,precip
201005,0.47,-0.58,2010,05,NM,precip
201105,0.23,-0.82,2011,05,NM,precip
201205,0.81,-0.24,2012,05,NM,precip
201305,0.22,-0.83,2013,05,NM,precip
201405,1.06,0.01,2014,05,NM,precip
201505,2.54,1.49,2015,05,NM,precip
201605,0.96,-0.09,2016,05,NM,precip
200006,2.27,1.10,2000,06,NM,precip
200106,0.80,-0.37,2001,06,NM,precip
200206,0.73,-0.44,2002,06,NM,precip
200306,1.26,0.09,2003,06,NM,precip
200406,1.20,0.03,2004,06,NM,precip
200506,0.47,-0.70,2005,06,NM,precip
200606,1.05,-0.12,2006,06,NM,precip
200706,1.14,-0.03,2007,06,NM,precip
200806,0.56,-0.61,2008,06,NM,precip
200906,1.48,0.31,2009,06,NM,precip
201006,0.89,-0.28,2010,06,NM,precip
201106,0.17,-1.00,2011,06,NM,precip
201206,0.33,-0.84,2012,06,NM,precip
201306,0.64,-0.53,2013,06,NM,precip
201406,0.55,-0.62,2014,06,NM,precip
201506,1.57,0.40,2015,06,NM,precip
201606,1.06,-0.11,2016,06,NM,precip
200001,1.43,0.27,2000,01,NV,precip
200101,1.14,-0.02,2001,01,NV,precip
200201,0.67,-0.49,2002,01,NV,precip
200301,0.52,-0.64,2003,01,NV,precip
200401,0.53,-0.63,2004,01,NV,precip
200501,2.25,1.09,2005,01,NV,precip
200601,1.47,0.31,2006,01,NV,precip
200701,0.33,-0.83,2007,01,NV,precip
200801,1.48,0.32,2008,01,NV,precip
200901,0.87,-0.29,2009,01,NV,precip
201001,1.45,0.29,2010,01,NV,precip
201101,0.29,-0.87,2011,01,NV,precip
201201,0.94,-0.22,2012,01,NV,precip
201301,0.68,-0.48,2013,01,NV,precip
201401,0.51,-0.65,2014,01,NV,precip
201501,0.50,-0.66,2015,01,NV,precip
201601,1.76,0.60,2016,01,NV,precip
200002,2.28,1.17,2000,02,NV,precip
200102,1.09,-0.02,2001,02,NV,precip
200202,0.57,-0.54,2002,02,NV,precip
200302,1.05,-0.06,2003,02,NV,precip
200402,1.65,0.54,2004,02,NV,precip
200502,1.43,0.32,2005,02,NV,precip
200602,0.79,-0.32,2006,02,NV,precip
200702,1.01,-0.10,2007,02,NV,precip
200802,1.10,-0.01,2008,02,NV,precip
200902,1.14,0.03,2009,02,NV,precip
201002,1.03,-0.08,2010,02,NV,precip
201102,0.83,-0.28,2011,02,NV,precip
201202,0.53,-0.58,2012,02,NV,precip
201302,0.38,-0.73,2013,02,NV,precip
201402,1.20,0.09,2014,02,NV,precip
201502,0.58,-0.53,2015,02,NV,precip
201602,0.48,-0.63,2016,02,NV,precip
200003,0.97,-0.10,2000,03,NV,precip
200103,1.00,-0.07,2001,03,NV,precip
200203,0.53,-0.54,2002,03,NV,precip
200303,0.80,-0.27,2003,03,NV,precip
200403,0.34,-0.73,2004,03,NV,precip
200503,1.26,0.19,2005,03,NV,precip
200603,1.74,0.67,2006,03,NV,precip
200703,0.59,-0.48,2007,03,NV,precip
200803,0.38,-0.69,2008,03,NV,precip
200903,0.65,-0.42,2009,03,NV,precip
201003,0.94,-0.13,2010,03,NV,precip
201103,1.57,0.50,2011,03,NV,precip
201203,1.01,-0.06,2012,03,NV,precip
201303,0.42,-0.65,2013,03,NV,precip
201403,1.03,-0.04,2014,03,NV,precip
201503,0.38,-0.69,2015,03,NV,precip
201603,1.03,-0.04,2016,03,NV,precip
200004,0.69,-0.22,2000,04,NV,precip
200104,1.19,0.28,2001,04,NV,precip
200204,0.86,-0.05,2002,04,NV,precip
200304,1.68,0.77,2003,04,NV,precip
200404,1.02,0.11,2004,04,NV,precip
200504,1.34,0.43,2005,04,NV,precip
200604,1.77,0.86,2006,04,NV,precip
200704,0.90,-0.01,2007,04,NV,precip
200804,0.23,-0.68,2008,04,NV,precip
200904,1.05,0.14,2009,04,NV,precip
201004,1.27,0.36,2010,04,NV,precip
201104,1.22,0.31,2011,04,NV,precip
201204,0.67,-0.24,2012,04,NV,precip
201304,0.51,-0.40,2013,04,NV,precip
201404,0.66,-0.25,2014,04,NV,precip
201504,0.70,-0.21,2015,04,NV,precip
201604,1.59,0.68,2016,04,NV,precip
200005,1.06,0.08,2000,05,NV,precip
200105,0.16,-0.82,2001,05,NV,precip
200205,0.40,-0.58,2002,05,NV,precip
200305,0.90,-0.08,2003,05,NV,precip
200405,0.59,-0.39,2004,05,NV,precip
200505,1.99,1.01,2005,05,NV,precip
200605,0.54,-0.44,2006,05,NV,precip
200705,0.28,-0.70,2007,05,NV,precip
200805,1.01,0.03,2008,05,NV,precip
200905,0.61,-0.37,2009,05,NV,precip
201005,1.07,0.09,2010,05,NV,precip
201105,1.53,0.55,2011,05,NV,precip
201205,0.30,-0.68,2012,05,NV,precip
201305,0.70,-0.28,2013,05,NV,precip
201405,0.79,-0.19,2014,05,NV,precip
201505,2.11,1.13,2015,05,NV,precip
201605,1.02,0.04,2016,05,NV,precip
200006,0.25,-0.45,2000,06,NV,precip
200106,0.13,-0.57,2001,06,NV,precip
200206,0.26,-0.44,2002,06,NV,precip
200306,0.10,-0.60,2003,06,NV,precip
200406,0.34,-0.36,2004,06,NV,precip
200506,0.51,-0.19,2005,06,NV,precip
200606,0.29,-0.41,2006,06,NV,precip
200706,0.34,-0.36,2007,06,NV,precip
200806,0.25,-0.45,2008,06,NV,precip
200906,1.84,1.14,2009,06,NV,precip
201006,0.20,-0.50,2010,06,NV,precip
201106,0.55,-0.15,2011,06,NV,precip
201206,0.09,-0.61,2012,06,NV,precip
201306,0.12,-0.58,2013,06,NV,precip
201406,0.12,-0.58,2014,06,NV,precip
201506,0.56,-0.14,2015,06,NV,precip
201606,0.44,-0.26,2016,06,NV,precip
200001,5.97,1.21,2000,01,OR,precip
200101,1.81,-2.95,2001,01,OR,precip
200201,5.17,0.41,2002,01,OR,precip
200301,4.96,0.20,2003,01,OR,precip
200401,5.35,0.59,2004,01,OR,precip
200501,2.13,-2.63,2005,01,OR,precip
200601,8.28,3.52,2006,01,OR,precip
200701,2.62,-2.14,2007,01,OR,precip
200801,5.87,1.11,2008,01,OR,precip
200901,2.95,-1.81,2009,01,OR,precip
201001,4.52,-0.24,2010,01,OR,precip
201101,3.15,-1.61,2011,01,OR,precip
201201,5.82,1.06,2012,01,OR,precip
201301,2.60,-2.16,2013,01,OR,precip
201401,2.35,-2.41,2014,01,OR,precip
201501,1.98,-2.78,2015,01,OR,precip
201601,5.21,0.45,2016,01,OR,precip
200002,4.65,0.83,2000,02,OR,precip
200102,1.60,-2.22,2001,02,OR,precip
200202,2.29,-1.53,2002,02,OR,precip
200302,2.36,-1.46,2003,02,OR,precip
200402,3.86,0.04,2004,02,OR,precip
200502,1.06,-2.76,2005,02,OR,precip
200602,2.37,-1.45,2006,02,OR,precip
200702,4.54,0.72,2007,02,OR,precip
